name,age,height,weight,sex
Douglas Hart,63.0,1.53,73.4,F
Shannon Freeman,51.0,1.93,89.0,M
Abigail Reed,58.0,1.89,74.2,F
Joe Ali,27.0,1.62,79.1,M
Mark Beck,34.0,1.88,105.8,M
Gregory Watkins,34.0,1.51,61.3,F
Melissa Garcia,20.0,1.61,93.3,M
Virginia Ibarra,48.0,1.53,85.4,M
David Rodriguez,68.0,1.89,71.4,F
Jose Kennedy,18.0,1.88,100.9,F
Christopher Gonzales,29.0,1.91,88.6,F
Kathleen Roberts,56.0,1.5,83.4,M
Chad Walker,21.0,1.75,96.7,M
Mrs. Nicole Woods,59.0,1.85,106.2,M
Marc Reed,30.0,1.58,118.1,M
Melissa Matthews,51.0,1.82,94.1,M
Donald Wells,59.0,1.54,111.2,M
Sean Flores,38.0,1.59,50.1,F
Robin Webb,39.0,1.74,87.1,M
Gregory Bell,21.0,1.83,65.0,M
Christopher Brown,35.0,1.57,56.6,F
Kayla Manning,22.0,1.59,87.2,M
Leah Martin,36.0,1.6,102.3,M
Cassidy Myers,19.0,1.62,78.9,M
Scott Williams,29.0,1.61,96.9,F
Travis Cook,34.0,1.7,84.3,F
John Chapman,27.0,1.83,80.6,F
Michelle Bennett,51.0,1.72,70.3,F
Justin Kent,23.0,1.89,76.8,M
Brandon Wall,25.0,1.86,74.5,M
Vanessa Henderson,68.0,1.56,95.2,F
Sheri Jordan,28.0,1.52,58.1,M
Eric Jones,29.0,1.94,56.5,M
Catherine Cooper,26.0,1.54,96.2,M
Jason Bartlett,19.0,1.57,88.2,F
Dakota Schmidt,25.0,1.51,80.1,M
Krista Fitzgerald,28.0,1.81,60.7,F
Alice Goodwin,53.0,1.79,78.8,M
George Simon,27.0,1.99,105.3,M
Samantha Pitts,38.0,1.94,112.3,F
George Jackson,37.0,1.71,99.2,F
Stacy Underwood,65.0,1.69,54.2,M
Mary Hatfield,25.0,1.65,96.9,F
Kathryn Owens,53.0,1.58,66.9,F
Jason Patterson,46.0,1.57,72.1,M
David Sanchez,59.0,1.57,63.7,F
Christopher Palmer,29.0,1.56,104.3,F
Christian Ferguson,31.0,1.62,95.4,F
Joseph Hoffman,65.0,1.65,92.8,F
Paula Padilla,67.0,1.98,96.8,F
Hunter Morales,38.0,1.79,66.6,F
Scott Beard,39.0,1.99,81.1,M
Rodney Hampton,38.0,1.69,94.3,F
Steven Butler,61.0,1.73,94.6,F
Cynthia Adams,67.0,1.66,105.4,M
Jordan Brown,47.0,1.59,70.1,F
Joshua Leon,56.0,1.57,103.9,F
Hannah Martinez,37.0,1.97,80.8,M
Connie Owens,41.0,1.99,96.9,M
Jessica Zuniga,40.0,1.52,81.9,F
Judith Evans,24.0,1.58,116.4,F
Brooke Hartman DVM,26.0,1.71,62.6,M
Lindsey Randall,18.0,1.59,97.3,F
Darlene Cannon,43.0,1.68,90.4,F
Mrs. Nicole Green MD,55.0,1.56,62.1,M
Steven Neal,55.0,1.73,54.6,M
Hannah Reilly,61.0,1.64,105.9,M
Wesley Smith,39.0,1.68,61.0,F
Elizabeth Dixon,61.0,1.55,63.1,M
Michael Gibson,27.0,1.71,118.5,F
Jeffery Sullivan,23.0,1.99,100.2,M
Courtney Curry,34.0,1.66,67.5,M
Katie Wiley,68.0,1.94,91.4,F
Mrs. Sara Glass,67.0,1.92,87.4,M
Diane Phillips,55.0,1.98,109.1,F
Michael White,41.0,1.9,101.1,F
Stephanie Brown,68.0,1.83,108.2,F
Jordan Wells,27.0,1.93,64.8,F
Oscar Jones,25.0,1.54,94.8,F
Tara Jones,38.0,1.73,52.8,M
Samantha Bonilla,23.0,1.99,54.8,M
Paul Simmons,38.0,1.88,99.9,F
Anthony Ramirez,56.0,1.98,51.7,F
Mr. Clifford Garcia,41.0,1.89,90.6,F
Brenda Brooks,50.0,1.94,108.8,F
Melissa Bennett,35.0,1.85,76.6,M
Ashley Miller,45.0,1.88,53.1,M
Alexis Williams,69.0,1.76,100.0,M
Cassidy Johnson,49.0,1.96,115.1,M
Jeremy Edwards,29.0,1.91,100.2,M
Matthew Warren DDS,65.0,1.92,90.5,M
Donna Carr,59.0,1.84,66.1,F
Linda Brewer,44.0,1.65,51.1,M
William Lopez,27.0,1.52,98.6,M
Timothy Lester,63.0,1.97,66.2,F
Charles White,69.0,1.79,110.1,F
Andrew Turner,59.0,1.65,82.6,F
Emily Hull,49.0,1.57,87.1,F
Dr. Carol Sanchez,59.0,1.91,102.8,F
Kathy Perez,43.0,1.92,104.6,M
William Martin,42.0,1.91,95.0,F
Amber Leon,28.0,1.82,115.7,F
Danielle Phillips,40.0,1.68,118.8,F
Tristan Bell,51.0,1.65,116.3,M
Christina Smith,69.0,1.5,107.7,F
Christina Lang,57.0,1.92,99.4,F
Anne Smith,40.0,1.54,96.4,M
Steven Anderson,46.0,1.82,57.3,F
Randall Carpenter,48.0,1.75,69.0,M
Eric Lang,24.0,1.76,50.4,M
Michael Reyes,57.0,1.96,59.6,F
Bianca Smith,50.0,1.52,80.7,M
Charles Moore,38.0,1.89,60.3,F
Christine Thompson,19.0,1.53,113.1,F
Gina Mejia,35.0,1.52,106.4,F
Megan Robertson,64.0,1.71,55.0,M
Travis Stevenson DVM,50.0,1.53,67.4,M
Sandra Richards,54.0,1.89,107.3,M
Andrea Matthews,51.0,1.76,106.2,M
Elizabeth Clements,37.0,1.51,116.2,M
Melissa Glover,52.0,1.52,119.8,F
Nathan Atkins,68.0,1.81,118.3,F
Kevin Perez,67.0,1.9,78.7,F
Ryan Cervantes,35.0,1.72,67.5,M
Kyle Smith,63.0,1.78,103.1,M
Megan Mckinney,41.0,1.9,70.9,M
Deborah Buckley DDS,25.0,1.81,106.4,F
Kenneth Erickson,47.0,1.61,87.4,F
Brad Douglas,61.0,1.81,105.6,M
Alyssa Cantrell,27.0,1.81,69.3,F
Timothy Morris,40.0,1.87,85.6,M
Ryan Austin,69.0,1.81,89.5,F
William Avila,66.0,1.98,116.0,M
Jill Rush,28.0,1.6,68.7,M
Melissa Hayden,19.0,1.98,115.6,F
Julie Howard,43.0,1.77,106.3,F
Jennifer Mason,53.0,1.84,101.2,M
Sandra Carroll,50.0,1.55,105.1,F
Thomas Campbell,64.0,1.69,92.4,F
Carol Davis,30.0,1.88,67.1,F
Shaun King,57.0,1.85,63.3,M
Michael Pitts,42.0,1.52,110.6,F
Douglas Castillo,21.0,1.77,100.8,F
Luis Munoz,59.0,1.54,64.9,F
Laura Bass,36.0,2.0,93.1,F
Dave Trujillo,35.0,1.95,81.3,M
Rebecca Perez,54.0,1.51,61.1,M
Timothy Huber,47.0,1.93,87.2,M
Christopher Davis,36.0,1.96,69.7,F
Dr. Brandy Robinson,40.0,1.68,56.7,M
Meghan Key,33.0,1.86,82.7,F
Harold Meadows,18.0,1.72,91.3,M
Adrian Wilson,29.0,1.83,53.3,M
Timothy Weaver,41.0,1.67,78.1,F
Savannah Watkins PhD,51.0,1.66,68.0,F
William Hayes,25.0,1.71,52.1,F
Allen Foster,,1.57,58.8,M
Joseph Williams,65.0,1.92,59.7,F
Melissa Roberson,22.0,1.67,62.8,F
Kim Mccullough,43.0,1.7,106.2,F
Tony Hutchinson,47.0,1.95,80.8,M
Melissa Davis,30.0,1.75,60.3,F
Marissa Matthews,36.0,1.77,57.0,M
Adam Garcia,46.0,1.98,70.9,M
Elizabeth Burgess,20.0,1.94,105.9,F
Anthony Mccullough,43.0,1.58,75.5,F
Robert Flowers,57.0,1.74,61.2,F
George Riggs,29.0,1.99,78.3,F
Nicole Jones,19.0,1.69,88.9,M
Steven Moreno,28.0,1.69,52.1,F
Cassie Kim,61.0,1.6,93.9,F
Dale Andrade,45.0,1.56,77.7,M
Michael Edwards,35.0,1.87,50.7,M
Rickey Contreras,30.0,1.89,97.2,F
Michelle Miller,54.0,1.98,99.9,F
Jon Owens,39.0,1.89,94.0,F
Jared Hunt,29.0,1.62,73.9,F
Michelle Hinton,19.0,1.52,87.1,F
Robin Fisher,54.0,1.99,77.1,M
Tom Higgins,24.0,1.67,99.0,M
Scott Jones,43.0,1.66,90.9,M
Kevin Osborn,43.0,1.95,55.7,F
Kayla Rodriguez,41.0,1.79,95.0,F
Matthew Ross,29.0,1.61,98.1,F
Bryan Johnson,33.0,1.94,75.9,F
Carl Salinas,40.0,2.0,111.3,M
Cory Mayer,57.0,1.54,109.0,M
Rebecca Juarez,26.0,1.93,62.3,F
Diane Morris,49.0,1.7,113.3,F
Brittany David,32.0,1.76,80.9,F
Seth Ellis,54.0,1.96,100.7,M
Michele Holloway,30.0,1.99,107.0,M
Taylor Archer,22.0,1.63,85.4,F
Michael Horn,28.0,1.61,77.9,F
Amanda Gomez,27.0,1.54,114.1,M
Margaret Perez,69.0,1.78,66.2,F
Hailey Elliott,30.0,1.51,68.0,M
Sarah Lopez,58.0,1.71,75.3,F
Leslie Hurley,63.0,1.54,110.2,M
Austin Allen,67.0,1.7,115.7,F
Chris Wood,32.0,1.52,65.4,M
David Diaz,59.0,1.92,110.5,M
Melissa Gallegos,24.0,1.6,68.1,F
Catherine Le,57.0,1.66,117.9,M
Ashley Calhoun,45.0,1.94,91.8,F
Joseph Daugherty,49.0,1.87,50.5,M
Lori Meyer,52.0,1.61,52.4,F
Steve Kirk,32.0,1.54,60.3,F
Karen Rodriguez,65.0,1.86,63.1,M
Heather Harvey,53.0,1.7,103.7,F
Cynthia Cooper,38.0,1.88,65.6,F
Carolyn Jackson,23.0,1.72,117.8,F
Paul Sloan,18.0,1.67,94.5,F
Laura Martinez,21.0,1.73,98.5,M
Amy Cunningham,28.0,1.87,65.2,M
David Lewis,61.0,1.95,112.5,F
James Weaver,43.0,1.52,96.7,M
Billy Pierce,54.0,1.76,110.5,F
Dennis Price,40.0,1.52,117.0,F
David Houston,46.0,1.73,58.8,F
Christopher Ochoa,38.0,1.94,56.8,M
Craig Taylor,65.0,1.68,106.2,F
Christopher Maxwell,62.0,1.97,110.6,F
Eric Hernandez,62.0,1.82,90.9,M
Daniel Boyle,66.0,1.97,75.6,F
Danielle Jacobson,44.0,1.88,95.7,M
Melissa King,56.0,1.55,71.4,M
Mark Campbell,57.0,1.62,66.7,M
Amy Peck,30.0,1.7,84.2,F
Jonathan Ochoa,40.0,1.59,65.1,F
Stephanie Leach,33.0,1.75,83.9,F
Brian Hayes MD,47.0,1.74,117.0,F
Olivia Johnson,21.0,1.98,108.8,F
Michelle Kramer,57.0,1.72,115.9,F
Christine Brown,33.0,1.89,106.4,F
Sandra Collins,48.0,1.97,74.8,F
Jesse Miller,59.0,1.94,106.8,F
Mr. Andrew Simmons DDS,42.0,1.6,114.6,F
Michael Harrison,61.0,1.75,116.3,F
Nathaniel Lawrence,29.0,1.67,97.8,F
Cindy Smith,43.0,1.7,64.8,M
Austin Hood,54.0,1.68,52.8,M
Michael Richards,65.0,1.91,60.3,F
Elizabeth Miller,50.0,1.73,117.6,F
Aaron Reyes,45.0,1.76,82.3,M
Brian Henry,26.0,1.99,109.8,M
Brian Parker,29.0,1.53,82.6,F
Vanessa Oliver,22.0,1.74,96.3,F
Brittany Johnston,69.0,1.89,51.7,F
Phyllis Rogers,45.0,1.58,67.5,F
David Frank,52.0,1.81,80.5,F
Samuel Harvey,22.0,1.62,94.1,M
Marie Hill,51.0,1.93,62.0,F
David Miller,63.0,1.66,103.5,M
Brianna Ellison,51.0,1.66,75.5,M
Mary Jenkins,30.0,1.8,107.2,F
Matthew Wright,56.0,1.59,56.9,F
Dale Colon,59.0,1.64,97.6,M
Christopher Valentine,62.0,1.71,70.5,F
Courtney Garcia,65.0,1.68,105.7,M
Anne Kim,31.0,1.76,78.2,M
Lori Osborne,28.0,1.8,96.6,F
Timothy Gordon,59.0,1.78,115.4,F
David Harper,55.0,1.83,51.4,F
Haley Figueroa,21.0,1.65,50.8,M
Sara Hill,50.0,1.56,103.9,M
Kimberly Garcia,24.0,1.88,95.2,M
George Thompson,58.0,1.93,70.5,F
Jennifer Smith,25.0,1.63,84.6,M
Joseph Lutz,54.0,1.7,52.9,F
Megan Washington,68.0,1.75,63.5,F
Kathleen Coleman,27.0,1.77,79.7,M
Lisa Berry,60.0,1.83,108.4,F
Jaime Wagner,32.0,1.52,83.6,M
Heidi Oconnell,55.0,1.86,91.0,F
Autumn Jones,32.0,1.53,111.2,F
Pamela Douglas,22.0,1.73,71.6,M
Tina Mcdaniel,46.0,1.91,99.0,F
Charles Taylor,36.0,1.73,110.3,M
Keith Wilson,68.0,1.57,64.2,F
Colleen Hahn,27.0,1.99,75.0,M
Robert Holland,29.0,1.94,118.6,M
Gregory Anderson,21.0,1.89,118.8,F
Jacqueline Suarez,48.0,1.71,65.6,F
Douglas Garcia,35.0,1.59,54.7,M
Bryce Roberson,33.0,1.97,69.0,M
Jennifer Griffith,57.0,1.77,77.8,M
Andrea Moran,53.0,1.93,80.9,M
Raymond Estrada,42.0,1.67,93.3,F
Larry Anderson,40.0,1.67,113.0,F
Rachel Erickson,29.0,1.99,73.1,F
Emma Jackson,51.0,1.76,109.5,F
Lisa Hoover,53.0,1.57,56.5,F
Austin Hernandez,54.0,1.61,52.9,M
Randy Thompson,20.0,1.74,85.3,M
Thomas Burns,26.0,1.52,54.2,F
William Roth,35.0,1.73,77.5,F
Sarah Boyer,60.0,1.71,112.8,M
Nicole Sanchez,52.0,1.89,66.9,F
Jessica Cunningham,51.0,1.68,99.4,F
David Newton,58.0,1.99,71.2,M
Melissa Molina,31.0,1.59,53.1,F
John Rodriguez,21.0,1.8,89.0,F
David Todd,46.0,1.54,108.4,F
Anna Pittman,58.0,1.87,78.7,F
Valerie Palmer,62.0,2.0,93.2,M
Robert Lee,67.0,1.91,113.0,F
Katie Phillips,32.0,1.78,105.3,F
Brian Orr,45.0,1.74,63.6,M
Stefanie Spencer,59.0,1.92,101.3,M
Francisco Bailey,33.0,1.97,85.1,M
Brian Carney,29.0,1.99,102.2,F
Matthew Sims,69.0,1.7,84.6,M
Tina Ray,22.0,2.0,59.0,M
Holly Ball,51.0,1.58,89.9,F
Brent Brewer,59.0,1.63,84.4,M
Adrian Carr,18.0,1.54,86.3,F
Laura Long,56.0,1.64,111.5,F
Andrea Shelton,49.0,1.88,112.6,F
Sarah Adams,43.0,1.93,81.7,M
Mrs. Debra Obrien,34.0,1.89,81.9,F
Christine Carpenter,65.0,1.82,86.1,M
Ricky Barnes,44.0,1.76,86.4,M
Terry Burns,41.0,1.85,116.5,F
Ariana Brown,52.0,1.7,95.5,F
Paul Roberts DVM,63.0,1.92,69.4,M
Richard Foster,59.0,1.84,87.2,F
Jordan Nguyen,56.0,1.85,93.9,M
Jack Martinez,43.0,1.77,94.8,M
Juan Blankenship,66.0,1.94,91.0,M
Jeffrey Dickerson,55.0,1.63,62.4,M
Jesse Estes,40.0,1.69,52.4,M
Judy Paul,39.0,1.89,73.6,M
Michael Gomez,21.0,1.75,79.9,F
Emily Garcia,66.0,1.94,54.3,M
Ashley Wiggins,26.0,1.67,107.0,M
Alexandra Pearson,21.0,1.68,74.1,F
Aaron Greene,24.0,1.94,114.0,F
Amber Norton,40.0,1.73,60.8,M
Jason Maldonado,19.0,1.76,54.0,M
Lauren Marks,66.0,1.67,83.8,M
Jeremiah Gray,41.0,1.64,63.2,F
Hannah Ritter,57.0,1.83,115.6,M
Richard Mullins,48.0,1.56,50.7,M
Brian Lewis,64.0,1.94,78.9,F
Michael Pierce,48.0,1.89,114.9,F
Robert Walters,64.0,1.6,76.9,F
Cynthia Lopez,57.0,1.85,56.5,M
Richard Castro,65.0,1.8,71.2,F
Derek Bell,68.0,1.59,84.9,M
Tara Mathis,60.0,1.64,63.0,F
Melissa Rodriguez,51.0,1.7,82.7,F
Theresa Hall,41.0,1.85,108.5,M
Mary Cooper,66.0,1.82,111.1,M
Michael Jones,43.0,1.77,53.4,F
George Johnson,33.0,1.88,61.3,M
Lauren Nelson,64.0,1.88,69.3,M
Kayla Hamilton,30.0,1.81,91.6,F
Dawn Jefferson,32.0,1.89,75.3,M
Holly Young,44.0,1.67,109.1,M
Cynthia Frye,21.0,1.94,100.2,F
Wanda Hernandez,33.0,1.81,57.0,M
Crystal Vang,47.0,1.91,93.7,M
Kim Baker,61.0,1.77,57.9,M
Justin Garcia,47.0,1.61,67.9,F
Kurt Silva,53.0,1.77,62.5,M
Sarah Martin,20.0,1.69,62.1,M
Jessica Ibarra,39.0,1.85,93.1,M
Sara Roach,66.0,1.74,89.5,M
Kristina Palmer,39.0,1.92,62.3,M
Jennifer Cowan,67.0,1.84,119.3,F
Mark Francis,67.0,1.84,79.5,M
Wayne Mason,66.0,1.61,56.8,F
Lauren Butler,29.0,1.99,58.4,M
Crystal Ortega,38.0,1.92,90.9,F
Maria Ward,21.0,1.89,118.5,M
Christopher Walker,48.0,1.67,90.0,F
Sarah Butler,61.0,1.77,116.4,M
Douglas Anderson,48.0,1.57,81.1,M
Erica Miller,40.0,1.77,80.5,M
Maria Stanley,37.0,1.57,85.0,M
Kathleen Andrade,32.0,1.78,98.8,F
Michelle Brown,40.0,1.82,75.7,M
Caroline Holt,45.0,1.7,110.5,M
Rebecca Walker DVM,33.0,1.75,52.0,M
Henry Barnes,54.0,1.94,80.8,M
Dr. Denise Andrade,38.0,1.55,85.8,F
Natasha Carr,32.0,1.9,92.5,M
Peter Higgins,34.0,1.59,69.3,M
Jennifer Robinson,67.0,1.52,79.9,M
Andrew Berg,54.0,1.59,83.9,M
Stephanie Drake,30.0,1.88,98.1,F
Amy Nguyen,36.0,1.7,104.1,M
Anna Stephens,47.0,1.94,101.6,F
Martin Dalton,62.0,1.76,73.9,M
Craig Phillips,35.0,1.51,120.0,F
Kayla Reed,31.0,1.86,109.4,F
Brent Dawson,53.0,1.56,68.2,M
Jill Watts,53.0,1.89,63.7,M
Janet Miller,37.0,1.58,72.0,M
Alexandra Vasquez,69.0,1.67,81.7,M
Eileen Clarke,36.0,1.88,109.6,F
Elizabeth Willis,62.0,1.98,104.5,F
Craig Henderson,61.0,1.69,109.6,F
Sonia Chambers,24.0,1.91,69.0,F
Joanna Buck,61.0,1.6,91.5,M
Ryan Turner,21.0,1.9,69.8,M
Selena Tyler,51.0,1.83,57.6,F
Christopher Murphy,19.0,1.6,97.9,M
Jacob Powell,22.0,1.65,60.0,F
Casey Cunningham,27.0,1.57,96.7,F
Andrew Armstrong,49.0,1.69,95.4,F
Ashley Bright,59.0,1.6,106.7,M
Charles Chase,58.0,1.82,59.8,F
Michael Houston,30.0,2.0,104.8,F
Jeremiah Brown,56.0,1.51,119.9,F
Emily Pena,22.0,1.77,109.6,M
Henry Hutchinson,27.0,1.79,102.6,M
Jessica Brown,27.0,1.96,96.4,F
Brittany Phillips,55.0,1.75,79.5,M
Jeffery Greer,44.0,1.77,101.1,M
Tammy Velasquez,68.0,1.74,100.7,M
Anita Webb,38.0,1.63,94.2,M
Mark Williamson,25.0,1.53,105.7,F
Sarah Harris,18.0,1.7,81.4,F
Kelli Zimmerman,45.0,1.53,58.5,F
Daniel Rodriguez,66.0,1.78,89.1,F
Robert Sawyer,56.0,1.65,68.6,M
Doris Harvey,31.0,1.77,76.9,F
Edward Simmons,38.0,1.57,51.2,M
Adam Wilkins,47.0,1.97,76.8,F
Christopher Taylor,38.0,1.95,106.6,F
Lauren Long,66.0,1.59,88.0,M
Amy Morris,26.0,1.67,50.7,F
Emily Raymond,34.0,1.81,82.9,M
Tracey Olsen,22.0,1.55,70.4,F
Adrienne Hill,48.0,1.68,83.4,F
Kristen Powers,69.0,1.63,78.3,M
Rebecca Simpson,57.0,1.96,115.2,F
Robert Waters,55.0,1.93,52.9,M
Steven Campbell,60.0,1.79,97.9,M
Andrew Bell,36.0,1.76,109.6,F
Steven Murphy,53.0,1.97,117.1,F
Danielle Martinez,67.0,1.97,62.4,M
Sharon Wright,50.0,1.98,87.2,F
Anthony Bell,30.0,1.56,53.1,F
Diana Allen,31.0,1.58,84.9,M
Mr. Victor Green,50.0,1.84,58.8,M
Richard Mercado,46.0,1.77,108.7,F
Joy Hart,60.0,1.51,58.0,M
Amy Johnson,66.0,1.53,85.9,F
Heather Rojas,53.0,1.94,86.5,F
Brady White,61.0,1.93,118.0,F
Jeffrey Salazar,27.0,1.68,95.8,M
Steven Welch,48.0,1.95,70.1,M
Adam Jordan,23.0,1.8,66.9,F
Kyle Cox,18.0,1.9,59.0,M
Dr. James Guerrero,24.0,1.71,103.0,M
Tyler Lawson,44.0,1.56,98.4,M
Ryan Warner,38.0,1.72,92.7,M
Robert Schmidt,45.0,1.73,52.9,M
Chelsea Moore,33.0,1.78,103.4,F
Erik Butler,63.0,1.55,94.9,M
Caitlin Porter,40.0,2.0,117.5,M
Jonathon Williams,69.0,1.62,91.1,M
Christopher Medina,37.0,1.6,71.3,F
David Price,55.0,1.76,76.7,F
Kristin Jennings,42.0,1.77,62.3,M
Andrew Taylor,45.0,1.72,100.6,F
Christina Velazquez,22.0,1.89,99.5,M
Brandon Cox,38.0,1.76,64.0,F
Troy Cooper,35.0,1.8,61.1,F
John Harris,64.0,1.86,55.4,M
Denise Carter,23.0,1.51,113.8,F
Alison Sexton,46.0,1.79,66.3,M
Sabrina Barnes,36.0,1.94,74.1,M
William Espinoza,50.0,1.51,69.6,F
Anthony Perez,18.0,1.7,79.0,F
Roberta Cortez,62.0,1.96,100.0,F
Carolyn Anderson,20.0,1.68,110.9,M
Christopher Hunt,59.0,1.73,62.8,M
Christine Martinez,38.0,1.99,98.0,M
Michael Miller,52.0,1.6,74.7,F
David Meyers,58.0,1.53,118.6,F
Francis Suarez,57.0,1.93,70.9,F
Michelle Payne,20.0,1.93,50.5,F
Benjamin Zuniga,42.0,1.74,86.1,M
Shannon Scott,62.0,1.76,60.6,F
James Lynch,55.0,1.92,53.1,M
Joshua Hodges,62.0,1.87,98.9,M
Holly Garrison,37.0,1.63,101.3,M
Matthew Taylor,69.0,1.51,82.2,F
John Mays,61.0,1.74,97.4,F
Michelle Howell,62.0,1.93,87.7,F
Christina James,51.0,1.95,94.1,F
Daniel Atkins,38.0,1.98,91.8,F
Mike Jackson,65.0,1.94,96.6,F
Mark Robles,40.0,1.79,64.0,F
Brian Thompson,23.0,1.72,68.8,F
Joshua Mckinney,68.0,1.89,80.8,F
Amber Weiss,30.0,1.87,81.2,F
Angel Rocha,66.0,1.77,104.2,F
Joseph Dawson,40.0,1.54,75.7,F
Sean Brown,26.0,1.96,61.4,F
Cheryl Gonzalez,34.0,1.73,67.6,F
Michael Howard,19.0,1.68,65.0,M
Mrs. Kathryn Weiss,36.0,1.81,101.2,M
Victor Hinton,36.0,1.84,82.9,M
Becky Russo,24.0,1.61,99.6,F
Jonathan Cortez,59.0,1.92,79.1,M
Joel Doyle,59.0,1.64,112.3,F
Stacy Waters,37.0,1.59,118.8,F
Toni Mejia,26.0,1.7,96.9,M
Julia Turner,34.0,1.87,110.5,F
Michelle Adams,44.0,1.98,85.6,F
Rachel Reid,64.0,1.9,115.4,F
Charles Lucas,19.0,1.97,108.2,F
Ricardo Acosta,53.0,1.57,119.4,M
Jennifer Hughes,36.0,1.54,93.6,F
Adam Jones,34.0,1.78,104.5,M
Courtney Davis,22.0,1.65,88.0,M
David Lewis,56.0,1.91,68.1,F
Matthew Chavez,35.0,1.84,74.8,M
Jennifer Roberson,24.0,1.99,112.6,F
Nathan Harper MD,34.0,1.63,53.9,F
Kevin Cameron,56.0,1.74,91.4,M
Vincent West,53.0,1.75,76.1,M
Madison Wilson,57.0,1.62,77.1,M
Jean Calhoun,62.0,1.8,111.9,F
Kara Singh,21.0,1.72,109.8,M
Mary Walker,55.0,1.72,91.9,M
Kyle Rodgers,42.0,1.68,69.1,M
Christian Henson,22.0,1.51,83.3,F
Patrick Howard,47.0,1.76,78.6,F
Kevin Clark,29.0,1.67,74.8,M
Stephanie Barton,21.0,1.5,57.2,M
Patricia Steele,41.0,1.65,88.0,M
Robert Cross,46.0,1.64,71.1,F
James Blair,26.0,1.7,96.3,F
Holly Miranda,21.0,1.57,72.3,F
Ronnie Miller,68.0,1.75,80.2,F
Rebecca Ryan,41.0,1.85,53.7,F
Amanda Fitzgerald,31.0,1.82,119.5,M
Anthony Montgomery,22.0,1.9,85.5,M
Megan Townsend,35.0,1.73,51.7,F
Michael Henderson,59.0,1.76,87.9,F
Renee Jackson,36.0,1.91,110.9,M
Devin Garcia,29.0,1.71,104.1,M
Aaron Thomas,35.0,1.85,99.1,M
Edward Simmons,34.0,1.72,59.8,M
Miss Jeanne Mata DDS,47.0,1.71,96.0,
Luis Grant,41.0,1.88,103.6,M
Janice Hill,28.0,1.59,90.1,M
Edward Adams,52.0,1.67,112.5,M
Ronald Manning,40.0,1.61,69.4,M
Mark James,34.0,1.68,67.0,M
Shari Carter,18.0,1.62,110.9,M
Raymond Keller,32.0,1.79,93.8,F
Joshua Mclean,49.0,1.9,50.1,F
Danielle Lopez,26.0,1.89,74.7,F
Jessica Lang,32.0,1.68,110.0,M
Miss April Johnson,45.0,1.99,51.9,M
Dr. Jeremiah Dixon,41.0,1.8,50.2,F
Jennifer Johnson,52.0,1.7,69.7,F
Victoria Lane,39.0,1.92,114.0,M
Joseph Rodriguez,44.0,1.86,113.1,M
Rachel Munoz,36.0,1.87,86.3,M
Christopher Murray,62.0,1.6,88.7,F
Alyssa Garcia,29.0,1.73,73.2,M
Kimberly Curtis MD,37.0,1.93,67.1,M
Mary Fisher,18.0,1.75,107.1,M
Chelsea Lutz,38.0,1.84,57.4,M
Stephanie Rocha,66.0,1.79,84.1,F
Kimberly Smith,62.0,1.92,94.4,F
Benjamin Garcia,18.0,1.64,57.3,M
David Brown,27.0,1.79,86.4,F
Manuel Rodriguez,64.0,1.56,90.4,F
Jack Blair,49.0,1.85,102.0,M
Vanessa Wyatt,56.0,1.87,66.4,F
Ann Mclaughlin,39.0,1.52,70.5,M
David Ortiz,35.0,1.84,89.9,M
Richard Estrada,65.0,1.71,118.8,F
Tiffany Evans,63.0,1.56,65.2,M
John Romero,49.0,1.71,119.0,M
Laura Perez,44.0,1.6,100.0,M
Jessica Ross,45.0,1.71,107.8,M
Mrs. Tiffany Williams,35.0,1.69,56.3,F
James Wood,56.0,1.87,71.0,M
Richard Patton,66.0,1.89,54.0,F
Courtney Morse,46.0,1.8,76.0,F
Alexis Chang,35.0,1.51,118.7,F
Peter Williams DDS,61.0,1.97,57.4,M
Rebecca Acevedo,25.0,1.84,89.4,F
Holly Vazquez,48.0,1.52,50.4,F
Michael Lawson,51.0,1.91,99.9,F
Max Smith,24.0,1.6,63.8,F
Anthony Tran,53.0,1.79,59.1,F
Diana Price,35.0,1.73,73.6,F
Hailey Johnson,55.0,1.71,104.0,F
Jennifer Foster,26.0,1.94,57.5,M
Aaron Hernandez,26.0,1.72,66.1,M
Dr. Chelsea Adams,63.0,1.54,50.6,F
Michael Watson,25.0,1.97,117.8,F
Terrance Thomas,68.0,1.96,91.5,M
Patrick Brown,52.0,1.84,100.4,F
April Palmer,35.0,1.73,95.6,F
Melissa Villanueva,22.0,1.55,60.1,M
William Burton,31.0,1.9,91.6,F
Joshua Bender,45.0,1.54,59.2,F
Shawn Thomas,47.0,1.53,78.1,F
Jessica Lucas,21.0,1.77,89.8,F
Susan Barnes,56.0,1.58,89.1,M
James Thompson,37.0,1.5,58.3,F
Alyssa Bates,42.0,1.71,52.4,F
Karen Johnson,45.0,1.57,105.9,M
Theresa Woodard,29.0,1.58,100.8,M
Rachel Anderson,19.0,1.54,55.7,F
Tammy Sanders,60.0,1.6,58.9,F
Michael Ford,31.0,1.86,112.5,F
Robert Gonzalez,39.0,1.9,103.8,F
Michael Miller,48.0,1.73,119.7,F
Paul Andrade,40.0,1.75,67.8,F
Jeffery Bailey,65.0,1.52,84.1,F
Melissa Cantrell,37.0,1.53,66.6,M
